tax_seq_id,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0008150,GO:0008152,GO:0009987,GO:0071704,GO:0110165
P03630,1,0,1,1,0,0,0,0,0,0
Q81964,0,0,0,0,1,0,0,0,0,1
I6LAD1,1,0,1,1,0,0,0,0,0,0
Q2F862,1,0,1,1,0,0,0,0,0,0
A6M2W4,1,0,1,0,0,0,0,0,0,0
P69726,1,0,1,1,1,1,0,1,0,1
A0A2L2DDD0,0,0,0,0,1,1,0,0,0,1
Q9EY50,1,1,0,0,0,1,1,1,1,0
P86475,0,0,0,0,1,1,0,0,0,1
P84913,0,0,0,0,1,1,0,0,0,1
A0A0H3MF55,1,1,0,0,0,0,0,0,0,0
Q04830,1,1,1,1,1,1,0,0,0,0
Q6LAL0,1,0,1,1,0,0,0,0,0,0
M1RIR6,1,1,0,0,0,1,1,0,1,0
Q9AIS0,1,0,1,1,0,0,0,0,0,0
Q6NE49,0,0,0,0,1,0,0,0,0,1
P03308,0,0,0,0,1,1,0,0,0,1
Q83WC3,1,1,0,0,0,1,1,1,1,0
O96935,1,1,0,0,1,1,1,0,1,1
Q5LB17,1,1,0,0,0,1,1,1,1,0
Q6VE93,1,1,1,1,1,0,0,0,0,1
O97935,0,0,0,0,1,0,0,0,0,1
B9W5G6,1,0,1,1,0,0,0,0,0,0
A0A096XJN4,0,0,0,0,0,1,1,1,1,0
P84760,0,0,0,0,0,1,0,0,0,0
D2X8K2,1,1,1,0,0,1,0,0,0,0
Q7T6V0,1,0,1,1,0,0,0,0,0,0
Q70FD1,1,1,0,0,0,1,1,0,1,0
G9EZR6,1,1,0,0,0,1,1,1,1,0
A5N6T4,1,1,0,0,0,0,0,0,0,0
C7F6X3,1,0,1,0,0,0,0,0,0,0
Q75VN4,0,0,0,0,1,1,0,0,0,1
Q54240,1,1,0,0,0,1,1,1,1,0
C3JXY0,1,1,0,0,0,0,0,0,0,0
B9K4G4,1,1,0,0,0,0,0,0,0,0
P86305,0,0,0,0,1,0,0,0,0,1
Q2VJD5,0,0,0,0,1,0,0,0,0,1
A0A8F5SIS3,1,1,0,0,0,1,1,1,1,0
Q5M699,0,0,0,0,0,1,0,0,0,0
F0QRW4,1,0,1,1,0,0,0,0,0,0
Q5L6R9,1,1,1,0,1,0,0,0,0,1
A0A1I8MUL8,0,0,0,0,0,1,0,0,0,0
C0HKZ8,0,0,0,0,1,0,0,0,0,1
Q9P854,1,1,0,0,0,1,1,1,1,0
Q4VNK0,1,1,0,0,0,1,1,0,0,0
J7FQE8,1,0,0,0,0,1,0,0,0,0
P0CB20,1,0,1,1,0,0,0,0,0,0
A0A2U7VJX7,0,0,0,0,0,1,0,0,0,0
B5R541,1,1,1,0,0,1,1,0,1,0
K9N7D2,0,0,0,0,0,1,0,0,0,0
Q46389,1,1,1,1,0,1,1,0,1,0
C0HLG5,1,0,0,0,1,0,0,0,0,1
P21698,0,0,0,0,0,1,1,1,1,0
C5DEB9,1,0,1,1,0,0,0,0,0,0
Q868D4,1,0,1,1,0,0,0,0,0,0
A7LKG5,1,1,0,0,0,0,0,0,0,0
Q83WF5,1,1,0,0,0,1,1,1,0,0
B4YQU1,1,1,0,0,0,1,1,1,1,0
I1WVY3,1,1,0,0,1,0,0,0,0,1
P0CC17,1,1,0,0,1,1,0,1,0,1
O74932,1,1,0,0,0,1,1,1,1,0
P72137,1,0,0,0,1,1,1,1,1,1
O74205,0,0,0,0,1,1,1,1,0,1
B1XIU7,0,0,0,0,0,1,1,1,1,0
Q67PY4,1,0,1,1,0,0,0,0,0,0
Q07097,1,0,0,0,0,1,0,0,0,0
P83691,1,1,1,0,0,1,1,1,1,0
P0CK45,1,0,1,1,0,1,0,0,0,0
G8T8D0,1,1,0,0,0,0,0,0,0,0
P85045,1,1,0,0,1,1,0,0,0,1
Q92246,1,1,0,0,0,1,0,1,0,0
Q28362,1,0,1,1,0,0,0,0,0,0
V9VGU0,1,0,1,0,0,1,0,1,0,0
B3A0N4,0,0,0,0,1,1,0,0,0,1
P03355,1,1,1,0,1,1,1,1,1,0
P83637,0,0,0,0,1,1,0,0,0,1
Q05G10,1,0,1,1,0,0,0,0,0,0
P00784,1,0,1,1,0,0,0,0,0,0
O48503,0,0,0,0,0,1,0,0,0,0
Q6QJ75,1,1,0,0,1,1,1,1,1,1
Q5LT62,1,0,0,0,0,0,0,0,0,0
P61555,0,0,0,0,0,1,0,1,0,0
A0A2L0V156,1,1,0,0,0,0,0,0,0,0
G3KIM6,1,1,0,0,1,0,0,0,0,1
Q44057,1,1,0,0,0,1,0,0,0,0
Q2VL32,0,0,0,0,0,1,0,0,0,0
P06427,1,0,1,1,0,0,0,0,0,0
